"","x"
"736","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"737","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"738","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"739","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"740","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"741","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"742","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"743","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"744","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"745","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"746","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"747","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"748","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"749","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"750","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"751","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"752","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"753","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"754","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"755","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"756","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"757","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"758","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"759","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"760","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"761","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"762","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"763","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"764","     First  Congress cried   UrjitPatel is  Modi s man   Again they are crying now also    Urjit Pat "
"765","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"766","Best answer given to ravishankar Prasad  the petrol rates are not in our hands the voters answered but  voting agai  "
"767","If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  "
"768","   you are the greatest kambakht of  Gappu  He alleges Congress for everything  An  "
"769","FULL COVERAGE    UrjitPatel Resignation  All you need to know about  RBIGovernor s exit  "
"770","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"771","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"772","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"773","    Govt Corrupt nahi hai  Corruption ke liye hi Govt hai  Govt Contractor hai toh Opposition Thekedar  aur public Chutiya  E "
"774","Joke             f The day  OMG  Yogi  Hyderabad   Mumbai  BJP  Modi "
"775","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"776","    thinks   Sabka Saath Sabka Vikas  will make him win               90  Gov  Schemes Beneficiaries r Muslims  amp  Dalits     st "
"777","A clear indication that now you got to work on ground level to benefit the people of India  Will vote for you becau  "
"778","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"779"," Now everyone is understand the what is  Modi and his working    "
"780"," Gairav is quite  Ha ha ha Why is  trailing in all states   modi ki phat gayi    Phatli Reee Pha  "
"781"," BJP  amp   Modi are finally going to see their disaster results on  Demo today   AssemblyElections2018"
"782","BJP set to lose all three states  Big shock for  Modi and his team of liars   AssemblyElections2018"
"783","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"784"," Modi asks MPs to utilize  winter season well   "
"785","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"786","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"787","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"788","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"789","   This clearly shows  Modi  amp   BJP are anti  women  amp  insults them with derogatory comments   "
"790","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"791","       As  Results2018 are pouring  "
"792","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"793","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"794","     Modi s opponent think  Modi can game  WorldBank  influence  British courts and govt whereas  Modi s supporters think h "
"795"," modi Modi bubble is about to burst "
"796","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"797","He could not even do proper forgery of his fake certificates  which is why he got caught so easily  useless fellow  "
"798"," But good for  Modi    He can now get his hands on the loot   "
"799","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"800"," Incorrect  what is there to stay and fight when he knows  Modi is going to take away RBI funds and weaken  "
"801","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
"802","  First  Congress cried   UrjitPatel is  Modi s man   Again they are crying now also    U  "
"803","    Jumla Man  Modi is destroying  RBI and will destroy  India     ModiDestroysRBI"
"804","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"805","   Another exemplary feat by  Modi  government  After the 182 metre  StatueofUnity  the  NortheastFrontierRailway  NFR  has now "
"806","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"807","Biggest Effect of  Demonetisation     Looses  Election2018 5 0 before loosing  "
"808","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"809","    ChristianMichel admitted in July that the  Modi govt offered him a clean chit if he agreed to frame Sonia Gandhi ji   Thi "
"810","    Modi  s logic  It is called the Reserve Bank of India  so I will take their reserves  Simple "
"811","   CBI officials say that without authorised bank data  it will be difficult to prove the charges against  ChristianMichel  "
"812","UK court orders Indian tycoon Vijay Mallya to be extradited on fraud charges  VijayMallaya  VijayMallya  "
"813","    BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to win el "
"814"," BulletTrain a jumla like  Kaladhan wapsi in 90 days  Modi  JhotonkaBadsha "
"815","    BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to win el "
"816"," BJP is leading in mp  chhatisagarh    Congress is only 4 seats ahead in  Rajasthan  There are lots of factors to w  "
"817","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"818","   Former prime minister Manmohan Singh is right about  UrjitPatel s resignation  If P M   Modi is allowed to work the RBI as "
"819","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"820","    thinks   Sabka Saath Sabka Vikas  will make him win               90  Gov  Schemes Beneficiaries r Muslims  amp  Dalits     st "
"821","    thinks   Sabka Saath Sabka Vikas  will make him win               90  Gov  Schemes Beneficiaries r Muslims  amp  Dalits     st "
"822","    thinks   Sabka Saath Sabka Vikas  will make him win               90  Gov  Schemes Beneficiaries r Muslims  amp  Dalits     st "
"823","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"824"," thinks   Sabka Saath Sabka Vikas  will make him win               90  Gov  Schemes Beneficiaries r Muslims  amp  Dal  "
"825","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"826"," Govt Corrupt nahi hai  Corruption ke liye hi Govt hai  Govt Contractor hai toh Opposition Thekedar  aur public Chu  "
"827","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"828","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"829","    It will be betrayal by media if  BJP wins   Media would have failed to expose extremely toxic  governance styl "
"830"," It will be betrayal by media if  BJP wins   Media would have failed to expose extremely toxic  governance style of  Modi "
"831","Counting begins in  India   Modi s popularity on test   "
"832","   Mr Narendra  Modi  please apologize  We will not let you get away with your cheap barbs again and again  You have humiliated "
