"","x"
"782"," Congress Logic   1  After Losing  it s not because of  RahulGandhi   2  When they win   Its because of RaGa   3  W  "
"783","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"784","    RajasthanElections2018    Congress leader  Sachinpilot said that  RahulGandhi became the party president exactly a year ago "
"785","Rajasthan Assembly Election 2018  Sachin Pilot or Ashok Gehlot  Who will be Rahul Gandhi s choice to lead Congress  "
"786","The  Gandhigiri of  RahulGandhi   "
"787","   It s a victory of public against the false promises of  BJP govt  Credit to  RahulGandhi  Our target is now 2019  Then it will be "
"788","     First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  Congres "
"789","     First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  Congres "
"790"," RahulGandhi is d Biggest Buffoon in d Country   KCR said it in September  amp  2day   TRS has decimated  Congress    "
"791","Hope now  you ll have lots of Pappu mutra as your Boss  RahulGandhi is winning    "
"792","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"793","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"794","If congress wins 2019  India will be ruled by china                RahulGandhi  rahulthejoker"
"795","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"796","     First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  Congres "
"797","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"798","   Highlights of  AssemblyElections2018      Modi wave is a thing of the past    EVMs working fine    Cowbelt feeds Cow dung to "
"799","RIP BJP                           ElectionResults  ElectionResults2018  BJPfails  RahulGandhi  RajasthanElections  Nomorebjp  "
"800","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"801","Today after a long time I hear a BJP leader saying Rahul Gandhi has emerged as a leader  Their PR team s  streanh    "
"802"," Results2018 Congress 2 O Rahul Gandhi Reloaded                                                    RahulGandhi  Rocks"
"803"," RahulGandhi right now  Results2018    AamirKhan "
"804","Thank you all my benevolent indians  for supporting Congress    Congrats Shri   RahulGandhi ji  get ready to be  coming   PM                         "
"805","      JUSTIN  BREAKING  Congress president  RahulGandhi likely to address a press conference at 2 30 pm    FinalFaislaOnZee   Res "
"806","Rahul visits Sonia s residence  to meet media at 2 pm   AssemblyElections2018 "
"807","   JUSTIN  BREAKING  Congress president  RahulGandhi likely to address a press conference at 2 30 pm   "
"808","Who will become the next P M of India  PMModi  RahulGandhi  2019Elections  SwachhBharat  BJP  Congress  congressvsbjp"
"809","Don t look like  RahulGandhi dominated  NarendraModi except Chattisgarh    Results2018"
"810","Bhakts right now   RajasthanElections  RahulGandhi  Modi  BJP                Results2018  BJP  RamMandir  "
"811","New Era begins in the political history of India    RahulGandhi  AssemblyElection2018  ExitPollIndiaToday Meanwhile  "
"812","Comedy Show Alert    Rahul Gandhi Likely To Brief Media At 2 pm  RahulGandhi"
"813","    Congress  win in  Chhattisgarh  likely win in  Rajasthan  amp  neck and neck contest in  MadhyaPradesh shows that voters have "
"814","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"815","   The govt  is getting more  amp  more desperate  The govt  is taking measures that are dangerous for our country  The RBI gov "
"816","   Taking away the reserves from the RBI to save your skin to atone for the sins you have done to try  amp  fix the mismanageme "
"817"," RahulGandhi  SachinPilot  Congress congratulation to all Congress leader and Chief Minister"
"818","Looks like  Congress  amp   RahulGandhi are missing  hdkumaraswamy  amp   JDS now in  MadhyaPradesh                MadhyaPradeshElections2018"
"819"," First they ignore you  then they laugh at you  then they fight you  then you win    Mahatma Gandhi                  "
"820","     First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  Congres "
"821","After  ElectionResults2018  Modi to  RahulGandhi                           AssemblyElections2018 "
"822","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"823","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"824","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"825","   Chief minister of  Rajasthan     AssemblyElections2018  RajasthanElections2018  RajasthanElections   Rajasthan  Vasundha "
"826","  First they ignore you  then they laugh at you   then they attack you  then you Win     RahulGandhi   Congress  "
"827","How are you Chutiya Bhakts                 Election2018   Results2018    RahulGandhi             "
"828","    JustIn   Congress President  Reaches Sonia Gandhi s Residence In Delhi   RahulGandhi Likely To Brief Media At 2 pm h "
"829","   Defeating BJP in elections is not our ultimate goal  Our ultimate goal is solve farmers  crisis and employment crisis  F "
"830","Congratulations  RahulGandhi and  congress party  I m so happy today because Congress is win in MP                                      j  "
"831"," JustIn   Congress President  Reaches Sonia Gandhi s Residence In Delhi   RahulGandhi Likely To Brief M  "
"832"," Haha  how many seats does Congress expect to win in  WestBengal   AssemblyElections2018  RahulGandhi"
"833","Now no evm manipulation right   RahulGandhi  Do you anywhere see if  bjp4india says this in all the places where u  "
"834","Congratulations Rahul g  Rahulgandhi  Congratulations  Congress  sachinpailot  JyotiradityaScindia"
"835","   First they ignore you   then they laugh at you   then they fight you   then you win    What a moment to cherish the annive "
"836","      The best way out is odd even  On odd days G  "
"837","    Congress  win in  Chhattisgarh  likely win in  Rajasthan  amp  neck and neck contest in  MadhyaPradesh shows that voters have "
"838","Many many congratulations congress party  congress leaders and all party members  Wish you all     Kamalnath  "
"839","   King s Maker      RahulGandhi  Results2018 "
"840","Delhi  Congress President Rahul Gandhi reaches Sonia Gandhi s residence  10 Janpath  AssemblyElections2018  "
"841","   How can people give credit to  RahulGandhi who s charge sheeted in corruption case  couldn t correctly tell  Congress launche "
"842","How can people give credit to  RahulGandhi who s charge sheeted in corruption case  couldn t correctly tell  "
"843","   Moral of  AssemblyElections2018    No more  Modi wave     EVMs working fine    ElectionCommissionOfIndia  is no more   "
"844","Modi wave was rattled by Rahul storm   Results2018  AssemblyElections2018  Congress  MadhyaPradesh  Congress  BJP  "
"845","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
