"","x"
"800","   Banker Uday Kotak says  demonetisation was poorly executed   Economists  Businessmen  Bureaucrats  Bankers  amp  accomplished "
"801"," Modi ji work for your Dharma"
"802","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"803","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"804","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"805","On losing an  Election    Congi  Pidis Blame  EVM and claim  MoralVictory for      BJP  Bhakts Say  Muc  "
"806","This Is Actually Happening      Well What Do You Know        modiwave is over now  vote  IndiaGetsMallya  FinalFaislaOnZee  modi                                                                                     "
"807","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"808","Champions of Change Management    The lighter side of Change Management  There are some champions of Change Managem  "
"809","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"810","To hell with development  People are angry from BJP for not giving Rs15lakh in thr bank account  Now thr only hope  "
"811","Under  modi  bjp may become a neonazi era party its dangerous for  india unity n diversity  modi enlarge the image  "
"812","To PM  Modi  amp  his  BJP team   Lesson to draw in today s  ElectionResults is Work for Poor People regardless of Cast  "
"813","   Ek haath me Turan ek haath me computar  sabkasaathsabkavikas vote for congress  Modi ji during a rally"
"814","   An exclusive picture of  Modi wave right now     Results2018   RajasthanElections   MPElections2018     "
"815","    Modi Ji you have left me defenceless I don t know what to say to your enemies             "
"816"," Modi gave birthday gift to  soniaGandhi by losing 5states                                         AssemblyElection2018  Results2018  ElectionResults2018   MadhyaPradesh"
"817","After Dr urjit patel  now the surjit bhalla has resigned  that is a serious issue  i guess  and after listened Dr m  "
"818","    Modi Ji you have left me defenceless I don t know what to say to your enemies             "
"819","Its not a Wake Up Call for  BJP  it is a Wake Up Call for Corrupt Citizens  amp  Voters of  Bharat                          who living on Cor  "
"820","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"821","   Name change alert  now it is called Reserve Bunk of India  Congratulations Mr  Modi "
"822","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"823","Ek haath me Turan ek haath me computar  sabkasaathsabkavikas vote for congress  Modi ji during a rally"
"824","  LOSERS     Tata  BJP  It s over for the lying party of  India    Modi can now travel full time "
"825"," congress winning  I am waiting what will  Modi say now on TV  I am guessing he will take a flight out to few more  "
"826","May national interest always prevail over party considerations     Modi  WinterSession "
"827","These trends at the north zone clearly states that there is downfall in Modi Wave and people are voting for Cong  B  "
"828","Need a  vasundhara mukt  rajasthan  marwad       Happy to see the results in favour of  congress which might show  "
"829","    Modi Ji you have left me defenceless I don t know what to say to your enemies             "
"830"," Who s next   Modi s"
"831","Imagine when once called yes man of  modi  UrjitPatel  RBIGovernor steps down how bad the things are going  The man  "
"832","So  CongressMukthBharath is also a failure from  Modi government   AssemblyElections2018  Results2018 "
"833","    Modi Ji you have left me defenceless I don t know what to say to your enemies             "
"834","moral victory for  Modi                           Results2018"
"835","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"836","Todays election result are Wake Up Call for BJP   Modi Ji   Results2018  AssemblyElections2018"
"837","OMG  Nehru is again hindering  Modi and  BJP in Rajasthan  Chhattisgarh  amp  MP   Results2018"
"838","   India can t be free from  Congress as          is the identity of India With out Congress w  "
"839","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"840"," Modi s  failure this time   NoEVMhack this time   Democracy wins this time "
"841","   OMG  Nehru is again troubling  Modi and  BJP in Rajasthan  Chhattisgarh  amp  MP "
"842"," Modi Ji you have left me defenceless I don t know what to say to your enemies             "
"843"," Mr  Modi first you obey your words  then ask MPs to follow  You were always out of the country during your last 4 5 years period"
"844","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"845","One thing is certain  it s not a win for  Congress  INC   this vote is against  BJP  amp   Modi policies  only man who  "
"846","OMG  Nehru is again troubling  Modi and  BJP in Rajasthan  Chhattisgarh  amp  MP "
"847"," modi s future on the line"
"848","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"849","Beginning of the End of the  Modi government  AssemblyElections2018"
"850","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"851","So the fact remains same  if you can cover all the temples in a state you can win  You can win and called a leader   "
"852","    PM  Modi who talks all the time about opposition mukt  Bharat is now holding a press briefing asking for  DEBATE  amp   CO OP "
"853","   May  wins  So it will remind  that there is DEMOCRACY in INDIA     Results2018  AssemblyElection201 "
"854","Everybody know               Modi "
"855","After today s election results    UrijitPatel turns out to be the smartest man in  India   VijayMallya   Election2018   modi  bjp"
"856","   Bhakts on switching on their TV will be lije  Results2018  ElectionResults2018  Modi  RajasthanAssemblyelection2018  Madh "
"857","Same people said that  Modi wave is over after Bihar elections  Don t believe them  Modi again in 2019  AssemblyElections2018"
"858","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"859","Saddend that 4 major states choosen corruption over development      ChhattisgarhElections2018  RESULT2018  "
"860","     governor  UrjitPatel s resignation a day before Parliament s winter session comes as a shot in the arm for  Congre "
"861","Hope  n  take a lesson not to depend on  YogiAdityanath n others as a  star  Campaigner in fu  "
"862","Hey bhakts and trolls  here s a look at ur  modi wave    Have a good day              "
"863","   PM  Modi had announced that he would provide Electricity for All   Now that the deadline is near  amp  no work has been done  "
"864","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"865","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"866","Hard to believe it might happen under this crony capitalist govt  In Big Win For  Modi Government  British Court Ru  "
"867","    PM  Modi who talks all the time about opposition mukt  Bharat is now holding a press briefing asking for  DEBATE  amp   CO OP "
"868"," finally emerged as Leader   2019Elections    VS  Rest  amp   RahulGandhi  People on whose sid  "
"869","   People of India give a tight slap to  Modi  AssemblyElections2018  Results2018  ResultsWithNDTV  ChattisgarhElections20 "
"870"," fail   pass  Why we care about 70 years of  Congress in India  It s mean there is No deve  "
"871","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"872","Situation right now in  Rajasthan  amp   MadhyaPradesh                 bjp  AssemblyElections2018  ChhattisgarhElections2018  "
"873","Today on TV the best face to see is of Sandeep    errr     Sambit Patra     AssemblyElection2018  BJP  Congress  Modi  Election2018"
"874","     governor  UrjitPatel s resignation a day before Parliament s winter session comes as a shot in the arm for  Congre "
"875"," RBI  Modi is damaging every constitutional institution in  India   ModiDestroysRBI  ModiDestroyedRBI   "
"876","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"877","    Modi ji now                             AssemblyElections2018  Results2018 "
"878","But one thing is sure that  Modi ji and Amit Shah need to plug a lot of gaps in the run up to general elections of  "
"879","    PM  Modi who talks all the time about opposition mukt  Bharat is now holding a press briefing asking for  DEBATE  amp   CO OP "
"880","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"881","   Cabinet Minister  UpendraKushwaha quits  saying that PM  Modi did not live upto people s expectations   He also said inves "
"882","Any self respecting leader in place  of  would jump in glass of water and commit suicide  This  SLAP b  "
"883"," PM  Modi who talks all the time about opposition mukt  Bharat is now holding a press briefing asking for  DEBATE  amp   "
"884","Why BJP LOSS think about                modi ji"
"885","   After EC  CVC  CBI  ED  Lokpal  amp  SC   Modi Govt destroys the autonomy  amp  credibility of one more institution  by forcing ex "
"886","    Modi has destroyed our country  For him   RBI is just collateral damage   UrjitPatel"
"887","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"888","Telengana Gathbandhan fails  In others anti incumbancy factor  amp  not Rahul s Charisma  helping Cong  Strong anti inc  "
"889","    WinterSession   PM Modi says that he hopes to have a constructive debate during Winter Session of Parliament  He adds that "
"890","  governor  UrjitPatel s resignation a day before Parliament s winter session comes as a shot in the arm for  "
"891","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"892","   tdy evening all middle class people s are suffer bcoz of hike the  petrol and diesel prices with a sudden effect of this 5 "
"893","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
"894","PM  Modi says Ready To Work For More Than Allotted Time In Winter Session Of  Parliament   Urge Parties To Work In  "
"895","   Everyday 10 000 people are getting healthcare through  AyushmanBharat scheme  It is 4 6 lakh in 6 weeks  It may go upto "
"896","   If  loses any of 3 states   Then  Seculars  amp  liberals will say  ITS THE END OF  Modi WAVE  nd if  Congress l "
